country,version,ip,prefixlength,state,orgsflat
*,ipv4,45.221.28.0,22,reserved,*
*,ipv4,80.88.6.0,24,reserved,*
*,ipv4,81.4.0.0,18,reserved,*
*,ipv4,81.26.64.0,21,reserved,*
*,ipv4,82.128.0.0,17,reserved,*
*,ipv4,102.22.84.0,22,reserved,*
*,ipv4,102.22.96.0,22,reserved,*
*,ipv4,102.23.64.0,20,reserved,*
*,ipv4,102.23.100.0,22,reserved,*
*,ipv4,102.23.104.0,21,reserved,*
*,ipv4,102.23.124.0,22,reserved,*
*,ipv4,102.23.128.0,22,reserved,*
*,ipv4,102.36.128.0,22,reserved,*
*,ipv4,102.36.188.0,22,reserved,*
*,ipv4,102.36.194.0,23,reserved,*
*,ipv4,102.36.232.0,22,reserved,*
*,ipv4,102.36.244.0,22,reserved,*
*,ipv4,102.38.52.0,22,reserved,*
*,ipv4,102.64.80.0,21,reserved,*
*,ipv4,102.64.88.0,22,reserved,*
*,ipv4,102.68.23.0,24,reserved,*
*,ipv4,102.68.52.0,22,reserved,*
*,ipv4,102.68.88.0,21,reserved,*
*,ipv4,102.68.127.0,24,reserved,*
*,ipv4,102.68.140.0,24,reserved,*
*,ipv4,102.68.184.0,22,reserved,*
*,ipv4,102.128.64.0,21,reserved,*
*,ipv4,102.128.72.0,22,reserved,*
*,ipv4,102.128.188.0,22,reserved,*
*,ipv4,102.129.0.0,19,reserved,*
*,ipv4,102.129.36.0,22,reserved,*
*,ipv4,102.130.8.0,22,reserved,*
*,ipv4,102.130.56.0,21,reserved,*
*,ipv4,102.130.98.0,23,reserved,*
*,ipv4,102.131.0.0,20,reserved,*
*,ipv4,102.131.17.0,24,reserved,*
*,ipv4,102.131.24.0,22,reserved,*
*,ipv4,102.131.40.0,21,reserved,*
*,ipv4,102.132.84.0,22,reserved,*
*,ipv4,102.132.88.0,21,reserved,*
*,ipv4,102.134.76.0,22,reserved,*
*,ipv4,102.134.136.0,22,reserved,*
*,ipv4,102.135.164.0,22,reserved,*
*,ipv4,102.140.104.0,21,reserved,*
*,ipv4,102.140.120.0,21,reserved,*
*,ipv4,102.141.216.0,21,reserved,*
*,ipv4,102.141.228.0,22,reserved,*
*,ipv4,102.164.40.0,22,reserved,*
*,ipv4,102.164.48.0,22,reserved,*
*,ipv4,102.165.190.0,24,reserved,*
*,ipv4,102.177.76.0,22,reserved,*
*,ipv4,102.177.88.0,21,reserved,*
*,ipv4,102.177.96.0,22,reserved,*
*,ipv4,102.177.104.0,21,reserved,*
*,ipv4,102.177.200.0,21,reserved,*
*,ipv4,102.177.208.0,20,reserved,*
*,ipv4,102.177.224.0,19,reserved,*
*,ipv4,102.181.224.0,19,reserved,*
*,ipv4,102.183.0.0,16,reserved,*
*,ipv4,102.208.156.0,22,reserved,*
*,ipv4,102.213.224.0,22,reserved,*
*,ipv4,102.214.15.0,24,reserved,*
*,ipv4,102.214.60.0,22,reserved,*
*,ipv4,102.214.246.0,24,reserved,*
*,ipv4,102.215.68.0,22,reserved,*
*,ipv4,102.215.80.0,22,reserved,*
*,ipv4,102.215.144.0,22,reserved,*
*,ipv4,102.215.156.0,22,reserved,*
*,ipv4,102.215.172.0,22,reserved,*
*,ipv4,102.215.216.0,23,reserved,*
*,ipv4,102.215.220.0,23,reserved,*
*,ipv4,102.215.232.0,22,reserved,*
*,ipv4,102.216.26.0,24,reserved,*
*,ipv4,102.216.88.0,22,reserved,*
*,ipv4,102.216.164.0,22,reserved,*
*,ipv4,102.216.228.0,22,reserved,*
*,ipv4,102.217.60.0,22,reserved,*
*,ipv4,102.217.92.0,22,reserved,*
*,ipv4,102.217.208.0,24,reserved,*
*,ipv4,102.218.4.0,22,reserved,*
*,ipv4,102.218.96.0,23,reserved,*
*,ipv4,102.218.168.0,22,reserved,*
*,ipv4,102.218.248.0,22,reserved,*
*,ipv4,102.219.4.0,22,reserved,*
*,ipv4,102.219.36.0,22,reserved,*
*,ipv4,102.219.128.0,22,reserved,*
*,ipv4,102.219.212.0,22,reserved,*
*,ipv4,102.219.244.0,22,reserved,*
*,ipv4,102.220.0.0,21,reserved,*
*,ipv4,102.220.32.0,22,reserved,*
*,ipv4,102.220.136.0,22,reserved,*
*,ipv4,102.220.180.0,22,reserved,*
*,ipv4,102.220.240.0,22,reserved,*
*,ipv4,102.221.104.0,22,reserved,*
*,ipv4,102.221.144.0,21,reserved,*
*,ipv4,102.221.153.0,24,reserved,*
*,ipv4,102.221.212.0,22,reserved,*
*,ipv4,102.222.24.0,24,reserved,*
*,ipv4,102.222.26.0,24,reserved,*
*,ipv4,102.222.32.0,22,reserved,*
*,ipv4,102.222.52.0,22,reserved,*
*,ipv4,102.222.60.0,24,reserved,*
*,ipv4,102.222.224.0,22,reserved,*
*,ipv4,102.222.238.0,23,reserved,*
*,ipv4,102.222.244.0,22,reserved,*
*,ipv4,102.222.254.0,24,reserved,*
*,ipv4,102.223.60.0,23,reserved,*
*,ipv4,102.223.68.0,22,reserved,*
*,ipv4,102.223.102.0,24,reserved,*
*,ipv4,102.223.108.0,23,reserved,*
*,ipv4,102.223.112.0,23,reserved,*
*,ipv4,102.223.136.0,22,reserved,*
*,ipv4,102.223.152.0,23,reserved,*
*,ipv4,102.223.160.0,22,reserved,*
*,ipv4,102.223.172.0,24,reserved,*
*,ipv4,102.223.244.0,22,reserved,*
*,ipv4,102.224.0.0,12,reserved,*
*,ipv4,105.178.128.0,17,reserved,*
*,ipv4,105.179.32.0,19,reserved,*
*,ipv4,105.179.64.0,18,reserved,*
*,ipv4,105.179.128.0,17,reserved,*
*,ipv4,129.205.80.0,20,reserved,*
*,ipv4,137.171.0.0,16,reserved,*
*,ipv4,154.0.64.0,18,reserved,*
*,ipv4,154.65.40.0,21,reserved,*
*,ipv4,154.65.48.0,22,reserved,*
*,ipv4,154.66.84.0,22,reserved,*
*,ipv4,154.66.100.0,22,reserved,*
*,ipv4,154.66.232.0,21,reserved,*
*,ipv4,154.70.64.0,20,reserved,*
*,ipv4,154.70.156.0,22,reserved,*
*,ipv4,154.70.196.0,22,reserved,*
*,ipv4,154.72.28.0,22,reserved,*
*,ipv4,154.73.12.0,22,reserved,*
*,ipv4,154.73.68.0,22,reserved,*
*,ipv4,154.73.76.0,22,reserved,*
*,ipv4,154.73.116.0,22,reserved,*
*,ipv4,154.73.144.0,21,reserved,*
*,ipv4,154.73.176.0,22,reserved,*
*,ipv4,154.73.200.0,21,reserved,*
*,ipv4,154.73.236.0,22,reserved,*
*,ipv4,154.114.128.0,17,reserved,*
*,ipv4,154.115.144.0,21,reserved,*
*,ipv4,154.115.152.0,22,reserved,*
*,ipv4,154.117.0.0,18,reserved,*
*,ipv4,154.118.232.0,21,reserved,*
*,ipv4,154.118.248.0,22,reserved,*
*,ipv4,154.127.96.0,20,reserved,*
*,ipv4,155.11.0.0,16,reserved,*
*,ipv4,155.12.192.0,19,reserved,*
*,ipv4,155.255.0.0,16,reserved,*
*,ipv4,156.0.84.0,22,reserved,*
*,ipv4,156.0.97.0,24,reserved,*
*,ipv4,156.0.98.0,23,reserved,*
*,ipv4,156.0.100.0,22,reserved,*
*,ipv4,156.0.104.0,21,reserved,*
*,ipv4,156.0.112.0,20,reserved,*
*,ipv4,156.0.220.0,22,reserved,*
*,ipv4,156.0.240.0,22,reserved,*
*,ipv4,156.0.254.0,24,reserved,*
*,ipv4,156.38.0.0,22,reserved,*
*,ipv4,160.0.224.0,19,reserved,*
*,ipv4,160.19.60.0,22,reserved,*
*,ipv4,160.19.192.0,22,reserved,*
*,ipv4,160.19.236.0,22,reserved,*
*,ipv4,160.20.252.0,22,reserved,*
*,ipv4,160.119.104.0,22,reserved,*
*,ipv4,160.119.198.0,23,reserved,*
*,ipv4,160.119.208.0,22,reserved,*
*,ipv4,160.181.0.0,16,reserved,*
*,ipv4,160.184.0.0,16,reserved,*
*,ipv4,160.226.188.0,22,reserved,*
*,ipv4,160.238.48.0,23,reserved,*
*,ipv4,160.242.128.0,18,reserved,*
*,ipv4,160.255.0.0,16,reserved,*
*,ipv4,164.160.12.0,22,reserved,*
*,ipv4,164.160.28.0,22,reserved,*
*,ipv4,164.160.56.0,22,reserved,*
*,ipv4,164.160.96.0,22,reserved,*
*,ipv4,164.160.112.0,22,reserved,*
*,ipv4,164.160.128.0,22,reserved,*
*,ipv4,164.160.148.0,22,reserved,*
*,ipv4,164.160.152.0,21,reserved,*
*,ipv4,164.160.160.0,20,reserved,*
*,ipv4,164.160.188.0,22,reserved,*
*,ipv4,164.160.192.0,19,reserved,*
*,ipv4,165.52.0.0,14,reserved,*
*,ipv4,165.73.144.0,20,reserved,*
*,ipv4,168.211.0.0,16,reserved,*
*,ipv4,169.239.52.0,22,reserved,*
*,ipv4,169.239.56.0,22,reserved,*
*,ipv4,169.239.88.0,22,reserved,*
*,ipv4,169.239.144.0,22,reserved,*
*,ipv4,169.239.172.0,22,reserved,*
*,ipv4,169.239.252.0,22,reserved,*
*,ipv4,169.255.8.0,24,reserved,*
*,ipv4,169.255.10.0,23,reserved,*
*,ipv4,169.255.92.0,22,reserved,*
*,ipv4,169.255.96.0,21,reserved,*
*,ipv4,169.255.108.0,22,reserved,*
*,ipv4,169.255.140.0,22,reserved,*
*,ipv4,169.255.164.0,22,reserved,*
*,ipv4,169.255.200.0,22,reserved,*
*,ipv4,169.255.212.0,22,reserved,*
*,ipv4,169.255.224.0,22,reserved,*
*,ipv4,192.83.212.0,22,reserved,*
*,ipv4,192.145.164.0,22,reserved,*
*,ipv4,193.188.7.0,24,reserved,*
*,ipv4,193.189.64.0,23,reserved,*
*,ipv4,193.189.128.0,24,reserved,*
*,ipv4,193.194.1.0,24,reserved,*
*,ipv4,193.194.2.0,23,reserved,*
*,ipv4,193.194.4.0,23,reserved,*
*,ipv4,194.6.224.0,24,reserved,*
*,ipv4,196.1.26.0,23,reserved,*
*,ipv4,196.1.52.0,22,reserved,*
*,ipv4,196.1.71.0,24,reserved,*
*,ipv4,196.2.224.0,19,reserved,*
*,ipv4,196.3.57.0,24,reserved,*
*,ipv4,196.6.120.0,24,reserved,*
*,ipv4,196.6.176.0,21,reserved,*
*,ipv4,196.6.186.0,23,reserved,*
*,ipv4,196.6.192.0,22,reserved,*
*,ipv4,196.6.196.0,23,reserved,*
*,ipv4,196.6.199.0,24,reserved,*
*,ipv4,196.6.226.0,24,reserved,*
*,ipv4,196.6.230.0,24,reserved,*
*,ipv4,196.10.51.0,24,reserved,*
*,ipv4,196.10.56.0,22,reserved,*
*,ipv4,196.10.60.0,24,reserved,*
*,ipv4,196.10.100.0,24,reserved,*
*,ipv4,196.10.140.0,24,reserved,*
*,ipv4,196.10.147.0,24,reserved,*
*,ipv4,196.10.252.0,22,reserved,*
*,ipv4,196.11.31.0,24,reserved,*
*,ipv4,196.11.75.0,24,reserved,*
*,ipv4,196.11.250.0,23,reserved,*
*,ipv4,196.13.102.0,24,reserved,*
*,ipv4,196.13.106.0,24,reserved,*
*,ipv4,196.13.176.0,21,reserved,*
*,ipv4,196.13.201.0,24,reserved,*
*,ipv4,196.13.203.0,24,reserved,*
*,ipv4,196.20.32.0,19,reserved,*
*,ipv4,196.22.12.0,22,reserved,*
*,ipv4,196.28.9.0,24,reserved,*
*,ipv4,196.28.12.0,22,reserved,*
*,ipv4,196.29.96.0,19,reserved,*
*,ipv4,196.32.16.0,20,reserved,*
*,ipv4,196.32.200.0,21,reserved,*
*,ipv4,196.41.64.0,24,reserved,*
*,ipv4,196.41.66.0,24,reserved,*
*,ipv4,196.41.69.0,24,reserved,*
*,ipv4,196.41.70.0,23,reserved,*
*,ipv4,196.41.74.0,24,reserved,*
*,ipv4,196.41.78.0,23,reserved,*
*,ipv4,196.41.82.0,24,reserved,*
*,ipv4,196.41.90.0,23,reserved,*
*,ipv4,196.41.92.0,23,reserved,*
*,ipv4,196.42.128.0,17,reserved,*
*,ipv4,196.43.193.0,24,reserved,*
*,ipv4,196.43.198.0,24,reserved,*
*,ipv4,196.43.200.0,24,reserved,*
*,ipv4,196.43.203.0,24,reserved,*
*,ipv4,196.43.204.0,24,reserved,*
*,ipv4,196.43.216.0,24,reserved,*
*,ipv4,196.43.218.0,24,reserved,*
*,ipv4,196.43.222.0,24,reserved,*
*,ipv4,196.43.224.0,24,reserved,*
*,ipv4,196.43.238.0,24,reserved,*
*,ipv4,196.43.250.0,24,reserved,*
*,ipv4,196.43.252.0,24,reserved,*
*,ipv4,196.43.254.0,23,reserved,*
*,ipv4,196.45.112.0,20,reserved,*
*,ipv4,196.46.18.0,23,reserved,*
*,ipv4,196.46.26.0,24,reserved,*
*,ipv4,196.46.29.0,24,reserved,*
*,ipv4,196.46.112.0,22,reserved,*
*,ipv4,196.46.152.0,21,reserved,*
*,ipv4,196.46.248.0,21,reserved,*
*,ipv4,196.49.21.0,24,reserved,*
*,ipv4,196.49.23.0,24,reserved,*
*,ipv4,196.49.25.0,24,reserved,*
*,ipv4,196.49.27.0,24,reserved,*
*,ipv4,196.49.29.0,24,reserved,*
*,ipv4,196.49.31.0,24,reserved,*
*,ipv4,196.49.33.0,24,reserved,*
*,ipv4,196.49.35.0,24,reserved,*
*,ipv4,196.49.36.0,23,reserved,*
*,ipv4,196.49.39.0,24,reserved,*
*,ipv4,196.49.41.0,24,reserved,*
*,ipv4,196.49.43.0,24,reserved,*
*,ipv4,196.49.45.0,24,reserved,*
*,ipv4,196.49.47.0,24,reserved,*
*,ipv4,196.49.49.0,24,reserved,*
*,ipv4,196.49.51.0,24,reserved,*
*,ipv4,196.49.53.0,24,reserved,*
*,ipv4,196.49.55.0,24,reserved,*
*,ipv4,196.49.57.0,24,reserved,*
*,ipv4,196.49.59.0,24,reserved,*
*,ipv4,196.49.61.0,24,reserved,*
*,ipv4,196.49.63.0,24,reserved,*
*,ipv4,196.49.65.0,24,reserved,*
*,ipv4,196.49.67.0,24,reserved,*
*,ipv4,196.49.70.0,23,reserved,*
*,ipv4,196.49.73.0,24,reserved,*
*,ipv4,196.49.75.0,24,reserved,*
*,ipv4,196.49.78.0,23,reserved,*
*,ipv4,196.49.80.0,23,reserved,*
*,ipv4,196.49.83.0,24,reserved,*
*,ipv4,196.49.85.0,24,reserved,*
*,ipv4,196.49.87.0,24,reserved,*
*,ipv4,196.49.89.0,24,reserved,*
*,ipv4,196.49.91.0,24,reserved,*
*,ipv4,196.49.93.0,24,reserved,*
*,ipv4,196.49.94.0,23,reserved,*
*,ipv4,196.49.97.0,24,reserved,*
*,ipv4,196.49.99.0,24,reserved,*
*,ipv4,196.49.101.0,24,reserved,*
*,ipv4,196.49.103.0,24,reserved,*
*,ipv4,196.49.105.0,24,reserved,*
*,ipv4,196.49.107.0,24,reserved,*
*,ipv4,196.49.109.0,24,reserved,*
*,ipv4,196.49.111.0,24,reserved,*
*,ipv4,196.49.113.0,24,reserved,*
*,ipv4,196.49.114.0,23,reserved,*
*,ipv4,196.49.116.0,22,reserved,*
*,ipv4,196.49.120.0,21,reserved,*
*,ipv4,196.49.128.0,17,reserved,*
*,ipv4,196.50.21.0,24,reserved,*
*,ipv4,196.50.34.0,23,reserved,*
*,ipv4,196.50.36.0,22,reserved,*
*,ipv4,196.50.40.0,21,reserved,*
*,ipv4,196.50.48.0,20,reserved,*
*,ipv4,196.52.0.0,14,reserved,*
*,ipv4,196.60.1.0,24,reserved,*
*,ipv4,196.60.3.0,24,reserved,*
*,ipv4,196.60.5.0,24,reserved,*
*,ipv4,196.60.13.0,24,reserved,*
*,ipv4,196.60.15.0,24,reserved,*
*,ipv4,196.60.16.0,20,reserved,*
*,ipv4,196.60.32.0,22,reserved,*
*,ipv4,196.60.37.0,24,reserved,*
*,ipv4,196.60.39.0,24,reserved,*
*,ipv4,196.60.41.0,24,reserved,*
*,ipv4,196.60.43.0,24,reserved,*
*,ipv4,196.60.45.0,24,reserved,*
*,ipv4,196.60.47.0,24,reserved,*
*,ipv4,196.60.49.0,24,reserved,*
*,ipv4,196.60.51.0,24,reserved,*
*,ipv4,196.60.53.0,24,reserved,*
*,ipv4,196.60.55.0,24,reserved,*
*,ipv4,196.60.57.0,24,reserved,*
*,ipv4,196.60.59.0,24,reserved,*
*,ipv4,196.60.60.0,24,reserved,*
*,ipv4,196.60.62.0,23,reserved,*
*,ipv4,196.60.65.0,24,reserved,*
*,ipv4,196.60.67.0,24,reserved,*
*,ipv4,196.60.69.0,24,reserved,*
*,ipv4,196.60.72.0,23,reserved,*
*,ipv4,196.60.75.0,24,reserved,*
*,ipv4,196.60.77.0,24,reserved,*
*,ipv4,196.60.79.0,24,reserved,*
*,ipv4,196.60.81.0,24,reserved,*
*,ipv4,196.60.83.0,24,reserved,*
*,ipv4,196.60.85.0,24,reserved,*
*,ipv4,196.60.87.0,24,reserved,*
*,ipv4,196.60.91.0,24,reserved,*
*,ipv4,196.60.93.0,24,reserved,*
*,ipv4,196.60.95.0,24,reserved,*
*,ipv4,196.60.98.0,23,reserved,*
*,ipv4,196.60.100.0,22,reserved,*
*,ipv4,196.60.105.0,24,reserved,*
*,ipv4,196.60.107.0,24,reserved,*
*,ipv4,196.60.108.0,23,reserved,*
*,ipv4,196.60.111.0,24,reserved,*
*,ipv4,196.60.113.0,24,reserved,*
*,ipv4,196.60.115.0,24,reserved,*
*,ipv4,196.60.117.0,24,reserved,*
*,ipv4,196.60.119.0,24,reserved,*
*,ipv4,196.60.121.0,24,reserved,*
*,ipv4,196.60.123.0,24,reserved,*
*,ipv4,196.60.125.0,24,reserved,*
*,ipv4,196.60.127.0,24,reserved,*
*,ipv4,196.60.128.0,19,reserved,*
*,ipv4,196.60.161.0,24,reserved,*
*,ipv4,196.60.162.0,23,reserved,*
*,ipv4,196.60.164.0,22,reserved,*
*,ipv4,196.60.168.0,21,reserved,*
*,ipv4,196.60.176.0,20,reserved,*
*,ipv4,196.60.192.0,19,reserved,*
*,ipv4,196.60.224.0,20,reserved,*
*,ipv4,196.60.240.0,21,reserved,*
*,ipv4,196.60.248.0,22,reserved,*
*,ipv4,196.60.253.0,24,reserved,*
*,ipv4,196.60.255.0,24,reserved,*
*,ipv4,196.61.0.0,22,reserved,*
*,ipv4,196.61.80.0,20,reserved,*
*,ipv4,196.61.192.0,20,reserved,*
*,ipv4,196.62.0.0,15,reserved,*
*,ipv4,196.160.0.0,13,reserved,*
*,ipv4,196.192.144.0,20,reserved,*
*,ipv4,196.192.192.0,18,reserved,*
*,ipv4,196.193.0.0,16,reserved,*
*,ipv4,196.194.0.0,15,reserved,*
*,ipv4,196.202.224.0,21,reserved,*
*,ipv4,196.207.64.0,18,reserved,*
*,ipv4,196.216.0.0,24,reserved,*
*,ipv4,196.216.16.0,21,reserved,*
*,ipv4,196.216.128.0,22,reserved,*
*,ipv4,196.216.160.0,24,reserved,*
*,ipv4,196.216.196.0,22,reserved,*
*,ipv4,196.216.232.0,23,reserved,*
*,ipv4,196.220.208.0,20,reserved,*
*,ipv4,196.223.14.0,24,reserved,*
*,ipv4,196.246.0.0,16,reserved,*
*,ipv4,196.250.160.0,20,reserved,*
*,ipv4,196.250.248.0,22,reserved,*
*,ipv4,197.148.224.0,19,reserved,*
*,ipv4,197.149.156.0,22,reserved,*
*,ipv4,197.149.188.0,22,reserved,*
*,ipv4,197.157.200.0,22,reserved,*
*,ipv4,197.157.224.0,22,reserved,*
*,ipv4,197.158.128.0,18,reserved,*
*,ipv4,197.159.80.0,21,reserved,*
*,ipv4,197.159.112.0,20,reserved,*
*,ipv4,197.220.160.0,19,reserved,*
*,ipv4,197.220.192.0,18,reserved,*
*,ipv4,197.231.136.0,21,reserved,*
*,ipv4,197.231.208.0,22,reserved,*
*,ipv4,197.231.248.0,22,reserved,*
*,ipv4,197.234.208.0,21,reserved,*
*,ipv4,197.255.248.0,22,reserved,*
*,ipv4,212.12.224.0,19,reserved,*
*,ipv4,212.122.224.0,19,reserved,*
*,ipv4,213.147.64.0,19,reserved,*
*,ipv4,213.150.96.0,19,reserved,*
*,ipv4,213.247.0.0,19,reserved,*
*,ipv4,217.78.64.0,20,reserved,*
*,ipv6,2c0e:1000::,20,reserved,*
*,ipv6,2c0e:3000::,20,reserved,*
*,ipv6,2c0e:4100::,24,reserved,*
*,ipv6,2c0e:4200::,23,reserved,*
*,ipv6,2c0e:4400::,22,reserved,*
*,ipv6,2c0e:4800::,21,reserved,*
*,ipv6,2c0e:5000::,20,reserved,*
*,ipv6,2c0e:6100::,24,reserved,*
*,ipv6,2c0e:6200::,23,reserved,*
*,ipv6,2c0e:6400::,22,reserved,*
*,ipv6,2c0e:6800::,21,reserved,*
*,ipv6,2c0e:7001::,32,reserved,*
*,ipv6,2c0e:7002::,31,reserved,*
*,ipv6,2c0e:7004::,30,reserved,*
*,ipv6,2c0e:7008::,29,reserved,*
*,ipv6,2c0e:7010::,28,reserved,*
*,ipv6,2c0e:7020::,27,reserved,*
*,ipv6,2c0e:7040::,26,reserved,*
*,ipv6,2c0e:7080::,25,reserved,*
*,ipv6,2c0e:7100::,24,reserved,*
*,ipv6,2c0e:7200::,23,reserved,*
*,ipv6,2c0e:7400::,22,reserved,*
*,ipv6,2c0e:7900::,24,reserved,*
*,ipv6,2c0e:7a00::,23,reserved,*
*,ipv6,2c0e:7d00::,24,reserved,*
*,ipv6,2c0e:7e10::,28,reserved,*
*,ipv6,2c0e:7e20::,27,reserved,*
*,ipv6,2c0e:7e40::,26,reserved,*
*,ipv6,2c0e:7e90::,28,reserved,*
*,ipv6,2c0e:7ea0::,27,reserved,*
*,ipv6,2c0e:7ec0::,26,reserved,*
*,ipv6,2c0e:7f10::,28,reserved,*
*,ipv6,2c0e:7f20::,27,reserved,*
*,ipv6,2c0e:7f40::,26,reserved,*
*,ipv6,2c0e:7fa0::,27,reserved,*
*,ipv6,2c0e:7fc0::,26,reserved,*
*,ipv6,2c0e:8100::,24,reserved,*
*,ipv6,2c0e:8200::,23,reserved,*
*,ipv6,2c0e:8400::,22,reserved,*
*,ipv6,2c0e:8800::,21,reserved,*
*,ipv6,2c0e:9000::,20,reserved,*
*,ipv6,2c0e:a100::,24,reserved,*
*,ipv6,2c0e:a200::,23,reserved,*
*,ipv6,2c0e:a400::,22,reserved,*
*,ipv6,2c0e:a800::,21,reserved,*
*,ipv6,2c0e:b000::,20,reserved,*
*,ipv6,2c0f:e801::,32,reserved,*
*,ipv6,2c0f:e802::,31,reserved,*
*,ipv6,2c0f:e804::,30,reserved,*
*,ipv6,2c0f:e809::,32,reserved,*
*,ipv6,2c0f:e80a::,31,reserved,*
*,ipv6,2c0f:e80c::,30,reserved,*
*,ipv6,2c0f:e811::,32,reserved,*
*,ipv6,2c0f:e812::,31,reserved,*
*,ipv6,2c0f:e814::,30,reserved,*
*,ipv6,2c0f:e819::,32,reserved,*
*,ipv6,2c0f:e81a::,31,reserved,*
*,ipv6,2c0f:e81c::,30,reserved,*
*,ipv6,2c0f:e821::,32,reserved,*
*,ipv6,2c0f:e822::,31,reserved,*
*,ipv6,2c0f:e824::,30,reserved,*
*,ipv6,2c0f:e828::,29,reserved,*
*,ipv6,2c0f:e831::,32,reserved,*
*,ipv6,2c0f:e832::,31,reserved,*
*,ipv6,2c0f:e834::,30,reserved,*
*,ipv6,2c0f:e839::,32,reserved,*
*,ipv6,2c0f:e83a::,31,reserved,*
*,ipv6,2c0f:e83c::,30,reserved,*
