version,ip,prefixlength
ipv4,196.13.201.0,24
ipv4,196.13.106.0,24
ipv4,196.13.102.0,24
ipv4,196.11.75.0,24
ipv4,196.10.147.0,24
ipv4,196.10.140.0,24
ipv4,196.10.100.0,24
ipv4,196.10.60.0,24
ipv4,196.10.51.0,24
ipv4,196.6.230.0,24
ipv4,196.6.226.0,24
ipv4,196.6.199.0,24
ipv4,196.6.120.0,24
ipv4,196.3.57.0,24
ipv4,196.1.71.0,24
ipv4,196.49.31.0,24
ipv4,196.41.66.0,24
ipv4,196.41.69.0,24
ipv4,196.60.67.0,24
ipv4,196.41.82.0,24
ipv4,196.49.27.0,24
ipv4,196.49.25.0,24
ipv4,196.49.23.0,24
ipv4,196.49.21.0,24
ipv4,196.46.29.0,24
ipv4,196.46.26.0,24
ipv4,196.43.252.0,24
ipv4,196.43.250.0,24
ipv4,196.43.244.0,24
ipv4,196.43.238.0,24
ipv4,196.43.224.0,24
ipv4,196.43.222.0,24
ipv4,196.43.218.0,24
ipv4,196.43.216.0,24
ipv4,196.43.204.0,24
ipv4,196.43.200.0,24
ipv4,196.43.198.0,24
ipv4,196.43.193.0,24
ipv4,196.41.91.0,24
ipv4,196.41.74.0,24
ipv4,197.158.128.0,18
ipv4,197.220.192.0,18
ipv4,197.148.224.0,19
ipv4,197.159.112.0,20
ipv4,197.231.136.0,21
ipv4,197.159.80.0,21
ipv4,197.255.248.0,22
ipv4,197.149.156.0,22
ipv4,197.157.224.0,22
ipv4,197.157.200.0,22
ipv4,197.149.188.0,22
ipv4,198.18.0.0,15
ipv4,198.51.100.0,24
ipv4,203.0.113.0,24
ipv4,212.122.224.0,19
ipv4,212.12.224.0,19
ipv4,213.150.96.0,19
ipv4,213.147.64.0,19
ipv4,213.247.0.0,19
ipv4,217.78.64.0,20
ipv4,224.0.0.0,8
ipv4,225.0.0.0,8
ipv4,226.0.0.0,8
ipv4,227.0.0.0,8
ipv4,228.0.0.0,8
ipv4,229.0.0.0,8
ipv4,230.0.0.0,8
ipv4,231.0.0.0,8
ipv4,232.0.0.0,8
ipv4,233.0.0.0,8
ipv4,234.0.0.0,8
ipv4,235.0.0.0,8
ipv4,236.0.0.0,8
ipv4,237.0.0.0,8
ipv4,238.0.0.0,8
ipv4,239.0.0.0,8
ipv4,240.0.0.0,8
ipv4,241.0.0.0,8
ipv4,242.0.0.0,8
ipv4,243.0.0.0,8
ipv4,244.0.0.0,8
ipv4,245.0.0.0,8
ipv4,246.0.0.0,8
ipv4,247.0.0.0,8
ipv4,248.0.0.0,8
ipv4,249.0.0.0,8
ipv4,250.0.0.0,8
ipv4,251.0.0.0,8
ipv4,252.0.0.0,8
ipv4,253.0.0.0,8
ipv4,254.0.0.0,8
ipv4,255.0.0.0,8
ipv6,8000:0000::,3
ipv6,a000:0000::,3
ipv6,c000:0000::,3
ipv6,e000:0000::,4
ipv6,f000:0000::,5
ipv6,f800:0000::,6
ipv6,fc00:0000::,7
ipv6,fe00:0000::,9
ipv6,fe80:0000::,10
ipv6,fec0:0000::,10
ipv6,ff00:0000::,8
ipv6,0000:0000::,8
ipv6,0100:0000::,8
ipv6,0200:0000::,7
ipv6,0400:0000::,6
ipv6,0800:0000::,5
ipv6,1000:0000::,4
ipv6,2000:0000::,16
ipv6,2001:0000::,23
ipv6,2001:0db8::,32
ipv6,2001:4201::,32
ipv6,2001:4202::,31
ipv6,2001:4204::,30
ipv6,2001:4211::,32
ipv6,2001:4212::,31
ipv6,2001:4214::,30
ipv6,2001:4219::,32
ipv6,2001:421a::,31
ipv6,2001:421c::,30
ipv6,2001:4221::,32
ipv6,2001:4222::,31
ipv6,2001:4224::,30
ipv6,2001:4229::,32
ipv6,2001:422a::,31
ipv6,2001:422c::,30
ipv6,2001:4239::,32
ipv6,2001:423a::,31
ipv6,2001:423c::,30
ipv6,2001:4240::,29
ipv6,2001:4249::,32
ipv6,2001:424a::,31
ipv6,2001:424c::,30
ipv6,2001:4251::,32
ipv6,2001:4252::,31
ipv6,2001:4254::,30
ipv6,2001:4259::,32
ipv6,2001:425a::,31
ipv6,2001:425c::,30
ipv6,2001:4261::,32
ipv6,2001:4262::,31
ipv6,2001:4264::,30
ipv6,2001:4269::,32
ipv6,2001:426a::,31
ipv6,2001:426c::,30
ipv6,2001:4271::,32
ipv6,2001:4272::,31
ipv6,2001:4274::,30
ipv6,2001:4279::,32
ipv6,2001:427a::,31
ipv6,2001:427c::,30
ipv6,2001:4289::,32
ipv6,2001:428a::,31
ipv6,2001:428c::,30
ipv6,2001:4291::,32
ipv6,2001:4292::,31
ipv6,2001:4294::,30
ipv6,2001:4299::,32
ipv6,2001:429a::,31
ipv6,2001:429c::,30
ipv6,2001:42a1::,32
ipv6,2001:42a2::,31
ipv6,2001:42a4::,30
ipv6,2001:42a9::,32
ipv6,2001:42aa::,31
ipv6,2001:42ac::,30
ipv6,2001:42b1::,32
ipv6,2001:42b2::,31
ipv6,2001:42b4::,30
ipv6,2001:42b9::,32
ipv6,2001:42ba::,31
ipv6,2001:42bc::,30
ipv6,2001:42c1::,32
ipv6,2001:42c2::,31
ipv6,2001:42c4::,30
ipv6,2001:42c9::,32
ipv6,2001:42ca::,31
ipv6,2001:42cc::,30
ipv6,2001:42d1::,32
ipv6,2001:42d2::,31
ipv6,2001:42d4::,30
ipv6,2001:42d9::,32
ipv6,2001:42da::,31
ipv6,2001:42dc::,30
ipv6,2001:42e1::,32
ipv6,2001:42e2::,31
ipv6,2001:42e4::,30
ipv6,2001:42f1::,32
ipv6,2001:42f2::,31
ipv6,2001:42f4::,30
ipv6,2001:4301::,32
ipv6,2001:4302::,31
ipv6,2001:4304::,30
ipv6,2001:4309::,32
ipv6,2001:430a::,31
ipv6,2001:430c::,30
ipv6,2001:4311::,32
ipv6,2001:4312::,31
ipv6,2001:4314::,30
ipv6,2001:4318::,29
ipv6,2001:4321::,32
ipv6,2001:4322::,31
ipv6,2001:4324::,30
ipv6,2001:4329::,32
ipv6,2001:432a::,31
ipv6,2001:432c::,30
ipv6,2001:4331::,32
ipv6,2001:4332::,31
ipv6,2001:4334::,30
ipv6,2001:4339::,32
ipv6,2001:433a::,31
ipv6,2001:433c::,30
ipv6,2001:4341::,32
ipv6,2001:4342::,31
ipv6,2001:4344::,30
ipv6,2001:4351::,32
ipv6,2001:4352::,31
ipv6,2001:4354::,30
ipv6,2001:4359::,32
ipv6,2001:435a::,31
ipv6,2001:435c::,30
ipv6,2001:4369::,32
ipv6,2001:436a::,31
ipv6,2001:436c::,30
ipv6,2001:4371::,32
ipv6,2001:4372::,31
ipv6,2001:4374::,30
ipv6,2001:4379::,32
ipv6,2001:437a::,31
ipv6,2001:437c::,30
ipv6,2001:4389::,32
ipv6,2001:438a::,31
ipv6,2001:438c::,30
ipv6,2001:4399::,32
ipv6,2001:439a::,31
ipv6,2001:439c::,30
ipv6,2001:43a1::,32
ipv6,2001:43a2::,31
ipv6,2001:43a4::,30
ipv6,2001:43a9::,32
ipv6,2001:43aa::,31
ipv6,2001:43ac::,30
ipv6,2001:43b1::,32
ipv6,2001:43b2::,31
ipv6,2001:43b4::,30
ipv6,2001:43b9::,32
ipv6,2001:43ba::,31
ipv6,2001:43bc::,30
ipv6,2001:43c1::,32
ipv6,2001:43c2::,31
ipv6,2001:43c4::,30
ipv6,2001:43c9::,32
ipv6,2001:43ca::,31
ipv6,2001:43cc::,30
ipv6,2001:43d1::,32
ipv6,2001:43d2::,31
ipv6,2001:43d4::,30
ipv6,2001:43d9::,32
ipv6,2001:43da::,31
ipv6,2001:43dc::,30
ipv6,2001:43e1::,32
ipv6,2001:43e2::,31
ipv6,2001:43e4::,30
ipv6,2001:43e9::,32
ipv6,2001:43ea::,31
ipv6,2001:43ec::,30
ipv6,2001:43f1::,32
ipv6,2001:43f2::,31
ipv6,2001:43f4::,30
ipv6,2002:0000::,16
ipv6,2c0e:1000::,20
ipv6,2c0e:3000::,20
ipv6,2c0e:4100::,24
ipv6,2c0e:4200::,23
ipv6,2c0e:4400::,22
ipv6,2c0e:4800::,21
ipv6,2c0e:5000::,20
ipv6,2c0e:6100::,24
ipv6,2c0e:6200::,23
ipv6,2c0e:6400::,22
ipv6,2c0e:6800::,21
ipv6,2c0e:7900::,24
ipv6,2c0e:7a00::,23
ipv6,2c0e:7fa0::,27
ipv6,2c0e:7fc0::,26
ipv6,2c0f:e801::,32
ipv6,2c0f:e802::,31
ipv6,2c0f:e804::,30
ipv6,2c0f:e809::,32
ipv6,2c0f:e80a::,31
ipv6,2c0f:e80c::,30
ipv6,2c0f:e811::,32
ipv6,2c0f:e812::,31
ipv6,2c0f:e814::,30
ipv6,2c0f:e819::,32
ipv6,2c0f:e81a::,31
ipv6,2c0f:e81c::,30
ipv6,2c0f:e821::,32
ipv6,2c0f:e822::,31
ipv6,2c0f:e824::,30
ipv6,2c0f:e828::,29
ipv6,2c0f:e831::,32
ipv6,2c0f:e832::,31
ipv6,2c0f:e834::,30
ipv6,2c0f:e839::,32
ipv6,2c0f:e83a::,31
ipv6,2c0f:e83c::,30
ipv6,2c0f:e841::,32
ipv6,2c0f:e842::,31
ipv6,2c0f:e844::,30
ipv6,2c0f:e849::,32
ipv6,2c0f:e84a::,31
ipv6,2c0f:e84c::,30
ipv6,2c0f:e851::,32
ipv6,2c0f:e852::,31
ipv6,2c0f:e854::,30
ipv6,2c0f:e859::,32
ipv6,2c0f:e85a::,31
ipv6,2c0f:e85c::,30
ipv6,2c0f:e861::,32
ipv6,2c0f:e862::,31
ipv6,2c0f:e864::,30
ipv6,2c0f:e869::,32
ipv6,2c0f:e86a::,31
ipv6,2c0f:e86c::,30
ipv6,2c0f:e871::,32
ipv6,2c0f:e872::,31
ipv6,2c0f:e874::,30
ipv6,2c0f:e879::,32
ipv6,2c0f:e87a::,31
ipv6,2c0f:e87c::,30
ipv6,2c0f:e881::,32
ipv6,2c0f:e882::,31
ipv6,2c0f:e884::,30
ipv6,2c0f:e889::,32
ipv6,2c0f:e88a::,31
ipv6,2c0f:e88c::,30
ipv6,2c0f:e891::,32
ipv6,2c0f:e892::,31
ipv6,2c0f:e894::,30
ipv6,2c0f:e899::,32
ipv6,2c0f:e89a::,31
ipv6,2c0f:e89c::,30
ipv6,2c0f:e8a1::,32
ipv6,2c0f:e8a2::,31
ipv6,2c0f:e8a4::,30
ipv6,2c0f:e8a9::,32
ipv6,2c0f:e8aa::,31
ipv6,2c0f:e8ac::,30
ipv6,2c0f:e8b1::,32
ipv6,2c0f:e8b2::,31
ipv6,2c0f:e8b4::,30
ipv6,2c0f:e8b9::,32
ipv6,2c0f:e8ba::,31
ipv6,2c0f:e8bc::,30
ipv6,2c0f:e8c1::,32
ipv6,2c0f:e8c2::,31
ipv6,2c0f:e8c4::,30
ipv6,2c0f:e8c8::,29
ipv6,2c0f:e8d1::,32
ipv6,2c0f:e8d2::,31
ipv6,2c0f:e8d4::,30
ipv6,2c0f:e8d9::,32
ipv6,2c0f:e8da::,31
ipv6,2c0f:e8dc::,30
ipv6,2c0f:e8e1::,32
ipv6,2c0f:e8e2::,31
ipv6,2c0f:e8e4::,30
ipv6,2c0f:e8e9::,32
ipv6,2c0f:e8ea::,31
ipv6,2c0f:e8ec::,30
ipv6,2c0f:e8f1::,32
ipv6,2c0f:e8f2::,31
ipv6,2c0f:e8f4::,30
ipv6,2c0f:e8f9::,32
ipv6,2c0f:e8fa::,31
ipv6,2c0f:e8fc::,30
ipv6,2c0f:e901::,32
ipv6,2c0f:e902::,31
ipv6,2c0f:e904::,30
ipv6,2c0f:e909::,32
ipv6,2c0f:e90a::,31
ipv6,2c0f:e90c::,30
ipv6,2c0f:e911::,32
ipv6,2c0f:e912::,31
ipv6,2c0f:e914::,30
ipv6,2c0f:e919::,32
ipv6,2c0f:e91a::,31
ipv6,2c0f:e91c::,30
ipv6,2c0f:e921::,32
ipv6,2c0f:e922::,31
ipv6,2c0f:e924::,30
ipv6,2c0f:e929::,32
ipv6,2c0f:e92a::,31
ipv6,2c0f:e92c::,30
ipv6,2c0f:e931::,32
ipv6,2c0f:e932::,31
ipv6,2c0f:e934::,30
ipv6,2c0f:e939::,32
ipv6,2c0f:e93a::,31
ipv6,2c0f:e93c::,30
ipv6,2c0f:e941::,32
ipv6,2c0f:e942::,31
ipv6,2c0f:e944::,30
ipv6,2c0f:e949::,32
ipv6,2c0f:e94a::,31
ipv6,2c0f:e94c::,30
ipv6,2c0f:e951::,32
ipv6,2c0f:e952::,31
ipv6,2c0f:e954::,30
ipv6,2c0f:e959::,32
ipv6,2c0f:e95a::,31
ipv6,2c0f:e95c::,30
ipv6,2c0f:e961::,32
ipv6,2c0f:e962::,31
ipv6,2c0f:e964::,30
ipv6,2c0f:e969::,32
ipv6,2c0f:e96a::,31
ipv6,2c0f:e96c::,30
ipv6,2c0f:e971::,32
ipv6,2c0f:e972::,31
ipv6,2c0f:e974::,30
ipv6,2c0f:e979::,32
ipv6,2c0f:e97a::,31
ipv6,2c0f:e97c::,30
ipv6,2c0f:e981::,32
ipv6,2c0f:e982::,31
ipv6,2c0f:e984::,30
ipv6,2c0f:e988::,29
ipv6,2c0f:e991::,32
ipv6,2c0f:e992::,31
ipv6,2c0f:e994::,30
ipv6,2c0f:e999::,32
ipv6,2c0f:e99a::,31
ipv6,2c0f:e99c::,30
ipv6,2c0f:e9a1::,32
ipv6,2c0f:e9a2::,31
ipv6,2c0f:e9a4::,30
ipv6,2c0f:e9a9::,32
ipv6,2c0f:e9aa::,31
ipv6,2c0f:e9ac::,30
ipv6,2c0f:e9b1::,32
ipv6,2c0f:e9b2::,31
ipv6,2c0f:e9b4::,30
ipv6,2c0f:e9b9::,32
ipv6,2c0f:e9ba::,31
ipv6,2c0f:e9bc::,30
ipv6,2c0f:e9c1::,32
ipv6,2c0f:e9c2::,31
ipv6,2c0f:e9c4::,30
ipv6,2c0f:e9c9::,32
ipv6,2c0f:e9ca::,31
ipv6,2c0f:e9cc::,30
ipv6,2c0f:e9d1::,32
ipv6,2c0f:e9d2::,31
ipv6,2c0f:e9d4::,30
ipv6,2c0f:e9d9::,32
ipv6,2c0f:e9da::,31
ipv6,2c0f:e9dc::,30
ipv6,2c0f:e9e1::,32
ipv6,2c0f:e9e2::,31
ipv6,2c0f:e9e4::,30
ipv6,2c0f:e9e9::,32
ipv6,2c0f:e9ea::,31
ipv6,2c0f:e9ec::,30
ipv6,2c0f:e9f1::,32
ipv6,2c0f:e9f2::,31
ipv6,2c0f:e9f4::,30
ipv6,2c0f:e9f9::,32
ipv6,2c0f:e9fa::,31
ipv6,2c0f:e9fc::,30
ipv6,2c0f:ea01::,32
ipv6,2c0f:ea02::,31
ipv6,2c0f:ea04::,30
ipv6,2c0f:ea09::,32
ipv6,2c0f:ea0a::,31
ipv6,2c0f:ea0c::,30
ipv6,2c0f:ea10::,29
ipv6,2c0f:ea19::,32
ipv6,2c0f:ea1a::,31
ipv6,2c0f:ea1c::,30
ipv6,2c0f:ea21::,32
ipv6,2c0f:ea22::,31
ipv6,2c0f:ea24::,30
ipv6,2c0f:ea29::,32
ipv6,2c0f:ea2a::,31
ipv6,2c0f:ea2c::,30
ipv6,2c0f:ea31::,32
ipv6,2c0f:ea32::,31
ipv6,2c0f:ea34::,30
ipv6,2c0f:ea39::,32
ipv6,2c0f:ea3a::,31
ipv6,2c0f:ea3c::,30
ipv6,2c0f:ea41::,32
ipv6,2c0f:ea42::,31
ipv6,2c0f:ea44::,30
ipv6,2c0f:ea48::,29
ipv6,2c0f:ea51::,32
ipv6,2c0f:ea52::,31
ipv6,2c0f:ea54::,30
ipv6,2c0f:ea59::,32
ipv6,2c0f:ea5a::,31
ipv6,2c0f:ea5c::,30
ipv6,2c0f:ea61::,32
